Source IP,Destination IP,Source Port,Destination Port,Protocol,Flow Duration,Total Packets,Total Length of Packets,Packet Length Max,Packet Length Min,Packet Length Mean,Packet Length Std,Label
10.0.0.16,192.168.1.132,49191,10933,17,4.8e-05,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.20,192.168.3.220,34327,61892,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
192.168.50.6,192.168.6.127,63048,53,17,0.020923,2,84.0,42.0,42.0,42.0,0.0,BENIGN
10.0.0.14,192.168.1.50,39791,49321,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
192.168.50.6,192.168.2.59,56556,443,6,2e-06,1,0.0,0.0,0.0,0.0,0.0,BENIGN
10.0.0.19,192.168.8.154,37836,25631,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.16,192.168.1.137,60912,4981,17,0.105127,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.12,192.168.8.223,52353,6947,17,0.020386,16,4972.0,348.0,274.0,310.75,33.66798677279849,DrDoS_UDP
10.0.0.2,192.168.7.252,47922,18194,17,0.10582,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
192.168.50.6,192.168.5.241,56556,443,6,0.000217,4,0.0,0.0,0.0,0.0,0.0,BENIGN
10.0.0.1,192.168.3.154,42883,41723,17,0.217127,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.18,192.168.3.172,46825,18125,17,0.1059,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.10,192.168.2.81,42271,25094,17,2e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.10,192.168.1.104,43816,21816,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.11,192.168.5.20,39782,58949,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.7,192.168.5.6,53867,10644,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
192.168.50.6,192.168.8.229,56556,443,6,0.024749,1,0.0,0.0,0.0,0.0,0.0,BENIGN
10.0.0.20,192.168.9.33,54882,52727,17,1e-06,2,776.0,388.0,388.0,388.0,0.0,DrDoS_UDP
10.0.0.20,192.168.2.161,45746,2151,17,0.214188,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.10,192.168.5.253,58587,29603,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.8,192.168.9.106,39231,23033,17,4.8e-05,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.9,192.168.4.230,42737,11888,17,0.217116,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.18,192.168.1.191,33484,63425,17,0.103819,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.11,192.168.5.157,33156,55950,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.17,192.168.7.145,40571,59836,17,0.106656,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
192.168.50.6,192.168.1.151,49876,53,17,0.020764,2,72.0,36.0,36.0,36.0,0.0,BENIGN
10.0.0.11,192.168.4.73,38471,17475,17,0.108178,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.2,192.168.9.119,48847,47521,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.7,192.168.6.215,41181,46161,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.9,192.168.8.126,60367,5820,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.18,192.168.6.138,41376,55207,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.2,192.168.7.81,34821,48810,17,0.218299,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.2,192.168.0.10,34398,27177,17,0.107875,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.16,192.168.2.233,59487,45736,17,0.105165,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.3,192.168.1.43,39191,31927,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.3,192.168.9.172,46847,54222,17,0.218455,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.15,192.168.1.210,60505,11638,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.7,192.168.1.218,58672,15281,17,0.107542,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
192.168.50.6,192.168.5.252,52200,53,17,0.020853,2,80.0,40.0,40.0,40.0,0.0,BENIGN
10.0.0.16,192.168.8.171,47341,2402,17,0.0,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.16,192.168.0.107,45629,58648,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.13,192.168.6.206,44414,65424,17,2e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.9,192.168.9.126,53737,48842,17,0.106811,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.11,192.168.8.244,37171,24308,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.8,192.168.4.102,44874,35484,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.8,192.168.2.150,60408,54546,17,0.217927,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.7,192.168.9.204,39663,19604,17,0.106594,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.9,192.168.1.38,36187,29777,17,0.108172,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.12,192.168.9.243,47643,63665,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.3,192.168.5.43,57076,17029,17,0.10892,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.4,192.168.8.116,51143,12452,17,0.109014,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.12,192.168.1.179,39315,51826,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.19,192.168.5.155,39141,3350,17,4.9e-05,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.15,192.168.2.52,59557,31167,17,0.214597,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.6,192.168.8.164,41802,58566,17,1e-06,2,786.0,393.0,393.0,393.0,0.0,DrDoS_UDP
192.168.50.6,192.168.3.82,56559,443,6,116.770296,32,4452.0,1263.0,0.0,139.12499999999997,321.34151765332456,BENIGN
10.0.0.3,192.168.9.2,35821,55397,17,0.108576,4,1458.0,384.0,345.0,364.5,22.516660498395403,DrDoS_UDP
10.0.0.6,192.168.5.201,56749,15432,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.16,192.168.1.2,36975,63135,17,0.105699,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.9,192.168.8.15,60242,9234,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.2,192.168.7.215,46065,46934,17,0.109323,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
192.168.50.6,192.168.0.215,56560,443,6,0.088778,15,5866.0,2290.0,0.0,391.06666666666666,672.7838186718426,BENIGN
204.154.111.104,192.168.6.182,443,56560,6,1e-06,2,1297.0,1266.0,31.0,648.5,873.2768747653862,BENIGN
10.0.0.14,192.168.3.102,55210,11368,17,0.21597,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.12,192.168.1.104,48579,56530,17,2e-06,2,776.0,388.0,388.0,388.0,0.0,DrDoS_UDP
192.168.50.6,192.168.7.249,56560,443,6,0.000146,3,0.0,0.0,0.0,0.0,0.0,BENIGN
10.0.0.16,192.168.7.33,50404,60494,17,5e-05,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.19,192.168.1.177,41588,28039,17,0.104955,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.19,192.168.4.170,35153,16508,17,0.105707,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.2,192.168.4.143,60065,21364,17,0.109498,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.2,192.168.4.111,49089,2605,17,0.106895,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.9,192.168.4.247,48745,56078,17,0.106956,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.4,192.168.6.232,34933,3624,17,0.105797,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.9,192.168.2.148,59611,63698,17,0.216656,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.13,192.168.8.90,44164,10559,17,0.107828,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.13,192.168.3.253,45088,18341,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.5,192.168.0.221,48666,6281,17,1e-06,2,744.0,372.0,372.0,372.0,0.0,DrDoS_UDP
10.0.0.6,192.168.5.92,48817,32166,17,4.9e-05,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
192.168.50.6,192.168.3.214,56560,443,6,0.025505,1,0.0,0.0,0.0,0.0,0.0,BENIGN
10.0.0.16,192.168.7.228,56846,61334,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.11,192.168.3.43,45019,32832,17,0.217394,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.14,192.168.4.243,44488,5605,17,0.216836,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
192.168.50.6,192.168.3.65,57493,53,17,0.020837,2,50.0,25.0,25.0,25.0,0.0,BENIGN
10.0.0.14,192.168.1.192,43633,55557,17,0.028,16,4988.0,349.0,275.0,311.75,33.66798677279849,DrDoS_UDP
10.0.0.11,192.168.5.173,33958,15479,17,0.216795,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.3,192.168.2.152,55675,12815,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
192.168.50.6,192.168.8.183,61161,53,17,0.020783,2,62.0,31.0,31.0,31.0,0.0,BENIGN
10.0.0.15,192.168.5.60,49698,14967,17,2e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.2,192.168.8.130,49414,22051,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.19,192.168.2.130,57181,4332,17,0.107686,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.16,192.168.8.67,40574,30220,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.8,192.168.7.161,56079,64102,17,4.9e-05,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
192.168.50.6,192.168.5.226,63747,53,17,0.020835,2,62.0,31.0,31.0,31.0,0.0,BENIGN
10.0.0.11,192.168.4.215,60183,50908,17,0.108364,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.14,192.168.0.137,52219,31109,17,0.989162,20,7242.0,401.0,321.0,362.1,30.127623275169363,DrDoS_UDP
10.0.0.15,192.168.6.75,46401,11172,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.9,192.168.2.224,35917,24363,17,0.0,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.20,192.168.1.29,44536,60700,17,0.108009,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.8,192.168.0.46,54899,22068,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.11,192.168.6.54,47059,41172,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
192.168.50.6,192.168.5.28,61150,53,17,0.020799,2,50.0,25.0,25.0,25.0,0.0,BENIGN
10.0.0.6,192.168.5.105,47340,18739,17,0.258933,6,2054.0,374.0,322.0,342.3333333333333,24.856923918028684,DrDoS_UDP
10.0.0.9,192.168.8.224,50041,13333,17,0.107628,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.9,192.168.2.113,37627,1217,17,0.003008,16,4988.0,349.0,275.0,311.75,33.66798677279849,DrDoS_UDP
10.0.0.9,192.168.8.228,34307,37940,17,0.216756,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.5,192.168.7.223,44302,3087,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.2,192.168.5.197,59951,37811,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.6,192.168.5.166,36620,25013,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.11,192.168.5.128,51241,61076,17,0.107178,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
192.168.50.6,192.168.4.136,51595,53,17,0.021142,2,62.0,31.0,31.0,31.0,0.0,BENIGN
10.0.0.18,192.168.2.5,49113,12433,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.1,192.168.2.107,34554,51186,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
192.168.50.6,192.168.0.177,58282,53,17,0.020903,2,66.0,33.0,33.0,33.0,0.0,BENIGN
10.0.0.5,192.168.0.185,37273,58231,17,0.106667,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.9,192.168.0.51,41449,56857,17,0.106708,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
192.168.50.6,192.168.6.171,57831,53,17,0.064935,2,62.0,31.0,31.0,31.0,0.0,BENIGN
10.0.0.11,192.168.1.160,45398,16984,17,1e-06,2,762.0,381.0,381.0,381.0,0.0,DrDoS_UDP
10.0.0.9,192.168.1.5,40447,33981,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.18,192.168.3.77,47581,60945,17,0.107152,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
192.168.50.6,192.168.7.241,58663,53,17,0.020733,2,68.0,34.0,34.0,34.0,0.0,BENIGN
192.168.50.6,192.168.9.39,61891,53,17,0.020768,2,62.0,31.0,31.0,31.0,0.0,BENIGN
10.0.0.7,192.168.4.80,57115,27241,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.3,192.168.8.216,57552,16848,17,0.104846,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.18,192.168.3.73,47892,13907,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.20,192.168.3.42,37150,33955,17,0.106768,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.1,192.168.7.42,37835,2805,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.18,192.168.1.23,41941,33253,17,0.107445,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.20,192.168.9.140,59870,25086,17,0.10897,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.3,192.168.6.182,34644,17881,17,3.2e-05,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.3,192.168.7.28,48640,65457,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.18,192.168.2.5,42273,3417,17,0.107488,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.17,192.168.7.109,60456,17689,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.17,192.168.5.87,39431,59186,17,0.212195,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.9,192.168.7.26,51181,35990,17,0.106375,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.6,192.168.9.99,41253,4029,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.7,192.168.7.38,45413,4771,17,0.215653,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.11,192.168.0.232,51974,51274,17,0.106669,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.17,192.168.6.40,52637,2287,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.3,192.168.7.110,45082,7140,17,0.218501,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.1,192.168.0.158,43864,42190,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.13,192.168.4.207,51280,57495,17,0.214746,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.7,192.168.8.16,52512,46330,17,6e-06,6,2654.0,482.0,418.0,442.33333333333326,30.988169785688648,DrDoS_UDP
192.168.50.6,192.168.4.108,63207,53,17,0.020762,2,90.0,45.0,45.0,45.0,0.0,BENIGN
192.168.50.6,192.168.8.202,57831,53,17,0.063532,2,62.0,31.0,31.0,31.0,0.0,BENIGN
192.168.50.6,192.168.4.37,52767,53,17,0.02086,2,62.0,31.0,31.0,31.0,0.0,BENIGN
10.0.0.10,192.168.8.243,51643,48680,17,0.109019,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.19,192.168.5.205,36762,5966,17,0.108033,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.5,192.168.5.56,47547,43359,17,0.214346,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.18,192.168.7.114,49813,40024,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.2,192.168.2.200,51458,32586,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
192.168.50.6,192.168.1.12,56832,53,17,0.020825,2,90.0,45.0,45.0,45.0,0.0,BENIGN
10.0.0.11,192.168.5.107,34191,37676,17,0.108056,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
192.168.50.6,192.168.3.82,60797,53,17,0.020821,2,76.0,38.0,38.0,38.0,0.0,BENIGN
10.0.0.5,192.168.6.204,45807,62701,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.7,192.168.1.161,57511,57357,17,4.7e-05,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
192.168.50.6,192.168.4.109,56562,443,6,0.130492,18,1705.0,517.0,0.0,94.72222222222224,168.21932656524743,BENIGN
10.0.0.11,192.168.0.235,41647,37619,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.12,192.168.8.51,54738,43656,17,0.108379,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.14,192.168.8.109,51368,15928,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.10,192.168.0.46,34850,28032,17,0.212816,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.2,192.168.4.217,56392,33651,17,0.105417,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.1,192.168.1.174,34526,60296,17,0.106961,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.10,192.168.5.9,38172,16084,17,0.983547,20,7242.0,401.0,321.0,362.1,30.127623275169363,DrDoS_UDP
10.0.0.8,192.168.0.49,56561,59373,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.1,192.168.9.129,54355,45140,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
192.168.50.6,192.168.9.19,56563,443,6,0.13511,19,1736.0,517.0,0.0,91.3684210526316,164.13213190946556,BENIGN
10.0.0.16,192.168.0.106,55759,44039,17,0.000215,4,1826.0,486.0,427.0,456.5,34.06366588218791,DrDoS_UDP
10.0.0.9,192.168.7.189,56717,8703,17,0.106237,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.13,192.168.2.106,45717,54791,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.15,192.168.6.134,44987,57687,17,0.105282,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.15,192.168.6.44,34496,3830,17,0.218421,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.13,192.168.8.27,47532,59910,17,0.107787,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.6,192.168.2.101,43759,41716,17,0.108079,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.20,192.168.0.57,62426,28444,6,0.20681,4,0.0,0.0,0.0,0.0,0.0,DrDoS_UDP
10.0.0.15,192.168.6.61,50593,26876,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
192.168.50.6,192.168.2.198,58567,53,17,0.020753,2,76.0,38.0,38.0,38.0,0.0,BENIGN
10.0.0.5,192.168.0.30,34026,40002,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
192.168.50.6,192.168.8.37,56564,443,6,0.12735,16,1705.0,517.0,0.0,106.5625,175.28527937812308,BENIGN
10.0.0.3,192.168.9.244,49283,40429,17,0.107075,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.11,192.168.8.173,52017,55872,17,0.218217,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.13,192.168.5.171,57053,19997,17,0.107879,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.3,192.168.6.128,48477,42976,17,0.217905,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
192.168.50.6,192.168.7.243,56565,443,6,0.125793,18,1705.0,517.0,0.0,94.72222222222224,168.21932656524743,BENIGN
10.0.0.13,192.168.6.245,38130,4058,17,0.218037,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.13,192.168.5.209,59873,26019,17,0.216858,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.8,192.168.4.90,38203,61844,17,0.218454,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.15,192.168.5.124,45055,49500,17,0.109298,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.2,192.168.2.164,50872,11911,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.7,192.168.4.22,33185,17615,17,0.10638,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.7,192.168.0.119,34879,38575,17,0.105663,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
192.168.50.6,192.168.3.134,58080,53,17,0.020781,2,76.0,38.0,38.0,38.0,0.0,BENIGN
10.0.0.2,192.168.8.240,44293,14089,17,0.989178,20,7242.0,401.0,321.0,362.1,30.127623275169363,DrDoS_UDP
10.0.0.15,192.168.4.43,35521,17012,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.15,192.168.4.125,49511,53479,17,0.107714,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.10,192.168.1.205,53738,22836,17,0.108846,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.11,192.168.8.164,44390,19814,17,0.213608,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.20,192.168.9.2,58142,63655,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.15,192.168.9.205,50733,42437,17,0.218525,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.16,192.168.9.190,56217,46564,17,0.21454,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
192.168.50.6,192.168.6.117,56565,443,6,0.0,2,31.0,31.0,0.0,15.5,21.92031021678297,BENIGN
10.0.0.10,192.168.3.170,54969,54015,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
52.85.89.238,192.168.1.245,443,56565,6,0.037803,3,76.0,38.0,0.0,25.333333333333336,21.939310229205777,BENIGN
10.0.0.4,192.168.4.140,58115,22155,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.3,192.168.5.110,35743,44548,17,0.106826,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
192.168.50.6,192.168.5.226,56564,443,6,1e-06,2,31.0,31.0,0.0,15.5,21.92031021678297,BENIGN
10.0.0.16,192.168.7.97,58519,14751,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.11,192.168.3.117,47487,50012,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.7,192.168.0.141,33602,17801,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.2,192.168.3.12,53935,15583,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.3,192.168.6.208,40936,32516,17,0.217241,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.4,192.168.1.239,42437,35622,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
192.168.50.6,192.168.6.230,56562,443,6,0.0,2,31.0,31.0,0.0,15.5,21.92031021678297,BENIGN
10.0.0.10,192.168.7.195,41493,45619,17,0.0,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.9,192.168.5.172,48068,12819,17,0.109151,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.11,192.168.7.29,45198,56142,17,0.209338,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.8,192.168.4.27,59195,28974,17,0.104216,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.3,192.168.2.224,54381,10608,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
192.168.50.6,192.168.4.183,56563,443,6,0.038828,1,0.0,0.0,0.0,0.0,0.0,BENIGN
10.0.0.11,192.168.0.137,37797,20865,17,4.7e-05,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
52.85.89.238,192.168.6.42,443,56564,6,2e-06,2,0.0,0.0,0.0,0.0,0.0,BENIGN
10.0.0.8,192.168.7.146,59200,53228,17,4.8e-05,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
